resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,race_name,date,race_time,race_url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverRef,number_driver,code,forename,surname,dob,nationality,url_driver,constructorRef,constructor_name,constructor_nationality,constructor_url,circuitRef,circuit_name,circuit_location,circuit_country,lat,lng,alt,circuit_url,status,qualifying_position,q1,q2,q3,driver_points_after_race,driver_standing_after_race,driver_wins_after_race,constructor_points_after_race,constructor_standing_after_race,constructor_wins_after_race,constructor_points_race,num_pit_stops,avg_pit_stop_ms,total_pit_stop_ms,avg_lap_ms,best_lap_ms,lap_time_std_ms,sprint_grid,sprint_positionOrder,sprint_points
15929,644,333,198,20,0,\N,F,18,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,2,45,Spanish Grand Prix,1970-04-19,\N,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,adamich,\N,\N,Andrea,de Adamich,1941-10-03,Italian,http://en.wikipedia.org/wiki/Andrea_de_Adamich,mclaren-alfa_romeo,McLaren-Alfa Romeo,British,http://en.wikipedia.org/wiki/McLaren_(racing),jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Did not qualify,,,,,0.0,24.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,
15930,644,357,32,19,0,\N,F,19,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,2,45,Spanish Grand Prix,1970-04-19,\N,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,miles,\N,\N,John,Miles,1943-06-14,British,http://en.wikipedia.org/wiki/John_Miles_(auto_racer),team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Did not qualify,,,,,2.0,9.0,0.0,5.0,4.0,0.0,3.0,0.0,,,,,,,,
15931,644,346,37,14,0,\N,F,20,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,2,45,Spanish Grand Prix,1970-04-19,\N,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,siffert,\N,\N,Jo,Siffert,1936-07-07,Swiss,http://en.wikipedia.org/wiki/Jo_Siffert,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Did not qualify,,,,,0.0,13.0,0.0,13.0,1.0,1.0,9.0,0.0,,,,,,,,
15932,644,352,66,21,0,\N,F,21,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,2,45,Spanish Grand Prix,1970-04-19,\N,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,eaton,\N,\N,George,Eaton,1945-11-12,Canadian,http://en.wikipedia.org/wiki/George_Eaton,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Did not qualify,,,,,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,
15933,644,339,32,23,0,\N,F,22,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,2,45,Spanish Grand Prix,1970-04-19,\N,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,roig,\N,\N,Alex,Soler-Roig,1932-10-29,Spanish,http://en.wikipedia.org/wiki/Alex_Soler-Roig,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,jarama,Jarama,Madrid,Spain,40.6171,-3.58558,609,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Did not qualify,,,,,0.0,25.0,0.0,5.0,4.0,0.0,3.0,0.0,,,,,,,,
15934,645,358,32,3,8,1,1,1,9.0,80,1:54:37.4,6877400,\N,\N,\N,\N,1,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,rindt,\N,\N,Jochen,Rindt,1942-04-18,Austrian,http://en.wikipedia.org/wiki/Jochen_Rindt,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,,,,,9.0,3.0,1.0,14.0,3.0,1.0,9.0,0.0,,,,,,,,
15935,645,356,34,5,4,2,2,2,6.0,80,+23.1,6900500,\N,\N,\N,\N,1,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,jack_brabham,\N,\N,Jack,Brabham,1926-04-02,Australian,http://en.wikipedia.org/wiki/Jack_Brabham,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,,,,,15.0,1.0,1.0,15.0,1.0,1.0,6.0,0.0,,,,,,,,
15936,645,280,82,9,7,3,3,3,4.0,80,+51.4,6928800,\N,\N,\N,\N,1,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,pescarolo,\N,\N,Henri,Pescarolo,1942-09-25,French,http://en.wikipedia.org/wiki/Henri_Pescarolo,matra,Matra,French,http://en.wikipedia.org/wiki/Matra,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,,,,,4.0,7.0,0.0,7.0,5.0,0.0,4.0,0.0,,,,,,,,
15937,645,304,187,11,3,4,4,4,3.0,80,+1:28.3,6965700,\N,\N,\N,\N,1,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,hulme,\N,\N,Denny,Hulme,1936-06-18,New Zealander,http://en.wikipedia.org/wiki/Denny_Hulme,mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Finished,,,,,9.0,4.0,0.0,15.0,2.0,0.0,3.0,0.0,,,,,,,,
15938,645,289,32,1,16,5,5,5,2.0,79,\N,\N,\N,\N,\N,\N,11,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,hill,\N,\N,Graham,Hill,1929-02-15,British,http://en.wikipedia.org/wiki/Graham_Hill,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,+1 Lap,,,,,6.0,6.0,0.0,14.0,3.0,1.0,9.0,0.0,,,,,,,,
15939,645,345,66,17,15,6,6,6,1.0,78,\N,\N,\N,\N,\N,\N,12,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,rodriguez,\N,\N,Pedro,Rodríguez,1940-01-18,Mexican,http://en.wikipedia.org/wiki/Pedro_Rodr%C3%ADguez_(racing_driver),brm,BRM,British,http://en.wikipedia.org/wiki/BRM,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,+2 Laps,,,,,1.0,12.0,0.0,1.0,6.0,0.0,1.0,0.0,,,,,,,,
15940,645,238,37,23,12,7,7,7,0.0,78,\N,\N,\N,\N,\N,\N,12,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,+2 Laps,,,,,0.0,13.0,0.0,13.0,4.0,1.0,0.0,0.0,,,,,,,,
15941,645,346,37,19,11,8,8,8,0.0,76,\N,\N,\N,\N,\N,\N,60,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,siffert,\N,\N,Jo,Siffert,1936-07-07,Swiss,http://en.wikipedia.org/wiki/Jo_Siffert,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Out of fuel,,,,,0.0,14.0,0.0,13.0,4.0,1.0,0.0,0.0,,,,,,,,
15942,645,278,37,28,2,\N,R,9,0.0,60,\N,\N,\N,\N,\N,\N,22,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,amon,\N,\N,Chris,Amon,1943-07-20,New Zealander,http://en.wikipedia.org/wiki/Chris_Amon,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Suspension,,,,,0.0,20.0,0.0,13.0,4.0,1.0,0.0,0.0,,,,,,,,
15943,645,361,86,24,9,\N,N,10,0.0,58,\N,\N,\N,\N,\N,\N,62,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,courage,\N,\N,Piers,Courage,1942-05-27,British,http://en.wikipedia.org/wiki/Piers_Courage,tomaso,De Tomaso,Italian,http://en.wikipedia.org/wiki/De_Tomaso,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Not classified,,,,,0.0,21.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,
15944,645,328,37,21,1,\N,R,11,0.0,57,\N,\N,\N,\N,\N,\N,5,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,stewart,\N,\N,Jackie,Stewart,1939-06-11,British,http://en.wikipedia.org/wiki/Jackie_Stewart,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Engine,,,,,13.0,2.0,1.0,13.0,4.0,1.0,0.0,0.0,,,,,,,,
15945,645,262,66,16,14,\N,R,12,0.0,42,\N,\N,\N,\N,\N,\N,5,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,oliver,\N,\N,Jackie,Oliver,1942-08-14,British,http://en.wikipedia.org/wiki/Jackie_Oliver,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Engine,,,,,0.0,22.0,0.0,1.0,6.0,0.0,1.0,0.0,,,,,,,,
15946,645,306,82,8,6,\N,R,13,0.0,21,\N,\N,\N,\N,\N,\N,24,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,beltoise,\N,\N,Jean-Pierre,Beltoise,1937-04-26,French,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,matra,Matra,French,http://en.wikipedia.org/wiki/Matra,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Differential,,,,,3.0,9.0,0.0,7.0,5.0,0.0,4.0,0.0,,,,,,,,
15947,645,360,187,12,10,\N,R,14,0.0,19,\N,\N,\N,\N,\N,\N,22,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,mclaren,\N,\N,Bruce,McLaren,1937-08-30,New Zealander,http://en.wikipedia.org/wiki/Bruce_McLaren,mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Suspension,,,,,6.0,5.0,0.0,15.0,2.0,0.0,3.0,0.0,,,,,,,,
15948,645,341,187,14,13,\N,R,15,0.0,14,\N,\N,\N,\N,\N,\N,51,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,surtees,\N,\N,John,Surtees,1934-02-11,British,http://en.wikipedia.org/wiki/John_Surtees,mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Oil pressure,,,,,0.0,18.0,0.0,15.0,2.0,0.0,3.0,0.0,,,,,,,,
15949,645,235,6,26,5,\N,R,16,0.0,11,\N,\N,\N,\N,\N,\N,86,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,ickx,\N,\N,Jacky,Ickx,1945-01-01,Belgian,http://en.wikipedia.org/wiki/Jacky_Ickx,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Halfshaft,,,,,0.0,23.0,0.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,
15950,645,333,198,10,0,\N,F,17,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,adamich,\N,\N,Andrea,de Adamich,1941-10-03,Italian,http://en.wikipedia.org/wiki/Andrea_de_Adamich,mclaren-alfa_romeo,McLaren-Alfa Romeo,British,http://en.wikipedia.org/wiki/McLaren_(racing),monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Did not qualify,,,,,0.0,25.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,
15951,645,243,34,6,0,\N,F,18,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Did not qualify,,,,,0.0,19.0,0.0,15.0,1.0,1.0,6.0,0.0,,,,,,,,
15952,645,352,66,15,0,\N,F,19,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,eaton,\N,\N,George,Eaton,1945-11-12,Canadian,http://en.wikipedia.org/wiki/George_Eaton,brm,BRM,British,http://en.wikipedia.org/wiki/BRM,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Did not qualify,,,,,0.0,24.0,0.0,1.0,6.0,0.0,1.0,0.0,,,,,,,,
15953,645,357,32,2,0,\N,F,20,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,miles,\N,\N,John,Miles,1943-06-14,British,http://en.wikipedia.org/wiki/John_Miles_(auto_racer),team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Did not qualify,,,,,2.0,11.0,0.0,14.0,3.0,1.0,9.0,0.0,,,,,,,,
15954,645,359,37,20,0,\N,F,21,0.0,0,\N,\N,\N,\N,\N,\N,81,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,gavin,\N,\N,Johnny,Servoz-Gavin,1942-01-18,French,http://en.wikipedia.org/wiki/Johnny_Servoz-Gavin,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Did not qualify,,,,,2.0,10.0,0.0,13.0,4.0,1.0,0.0,0.0,,,,,,,,
15955,646,345,66,1,6,1,1,1,9.0,28,1:38:10.1,5890100,\N,\N,\N,\N,1,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,rodriguez,\N,\N,Pedro,Rodríguez,1940-01-18,Mexican,http://en.wikipedia.org/wiki/Pedro_Rodr%C3%ADguez_(racing_driver),brm,BRM,British,http://en.wikipedia.org/wiki/BRM,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,,,,,10.0,3.0,1.0,10.0,6.0,1.0,9.0,0.0,,,,,,,,
15956,646,278,37,10,3,2,2,2,6.0,28,+1.1,5891200,\N,\N,\N,\N,1,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,amon,\N,\N,Chris,Amon,1943-07-20,New Zealander,http://en.wikipedia.org/wiki/Chris_Amon,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,,,,,6.0,7.0,0.0,19.0,1.0,1.0,6.0,0.0,,,,,,,,
15957,646,306,82,25,11,3,3,3,4.0,28,+1:43.7,5993800,\N,\N,\N,\N,1,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,beltoise,\N,\N,Jean-Pierre,Beltoise,1937-04-26,French,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise,matra,Matra,French,http://en.wikipedia.org/wiki/Matra,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,,,,,7.0,6.0,0.0,11.0,5.0,0.0,4.0,0.0,,,,,,,,
15958,646,363,6,28,8,4,4,4,3.0,28,+2:38.5,6048600,\N,\N,\N,\N,1,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,giunti,\N,\N,Ignazio,Giunti,1941-08-30,Italian,http://en.wikipedia.org/wiki/Ignazio_Giunti,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,,,,,3.0,12.0,0.0,3.0,7.0,0.0,3.0,0.0,,,,,,,,
15959,646,243,34,19,7,5,5,5,2.0,28,+3:31.8,6101900,\N,\N,\N,\N,1,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,,,,,2.0,13.0,0.0,17.0,2.0,1.0,2.0,0.0,,,,,,,,
15960,646,280,82,26,17,6,6,6,1.0,27,\N,\N,\N,\N,\N,\N,10,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,pescarolo,\N,\N,Henri,Pescarolo,1942-09-25,French,http://en.wikipedia.org/wiki/Henri_Pescarolo,matra,Matra,French,http://en.wikipedia.org/wiki/Matra,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Electrical,,,,,5.0,10.0,0.0,11.0,5.0,0.0,4.0,0.0,,,,,,,,
15961,646,346,37,9,10,7,7,7,0.0,26,\N,\N,\N,\N,\N,\N,32,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,siffert,\N,\N,Jo,Siffert,1936-07-07,Swiss,http://en.wikipedia.org/wiki/Jo_Siffert,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Fuel pressure,,,,,0.0,16.0,0.0,19.0,1.0,1.0,6.0,0.0,,,,,,,,
15962,646,235,6,27,4,8,8,8,0.0,26,\N,\N,\N,\N,\N,\N,12,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,ickx,\N,\N,Jacky,Ickx,1945-01-01,Belgian,http://en.wikipedia.org/wiki/Jacky_Ickx,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+2 Laps,,,,,0.0,18.0,0.0,3.0,7.0,0.0,3.0,0.0,,,,,,,,
15963,646,238,37,14,9,\N,N,9,0.0,20,\N,\N,\N,\N,\N,\N,62,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Not classified,,,,,0.0,17.0,0.0,19.0,1.0,1.0,6.0,0.0,,,,,,,,
15964,646,356,34,18,5,\N,R,10,0.0,19,\N,\N,\N,\N,\N,\N,8,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,jack_brabham,\N,\N,Jack,Brabham,1926-04-02,Australian,http://en.wikipedia.org/wiki/Jack_Brabham,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Clutch,,,,,15.0,1.0,1.0,17.0,2.0,1.0,2.0,0.0,,,,,,,,
15965,646,289,32,23,16,\N,R,11,0.0,19,\N,\N,\N,\N,\N,\N,5,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,hill,\N,\N,Graham,Hill,1929-02-15,British,http://en.wikipedia.org/wiki/Graham_Hill,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Engine,,,,,6.0,9.0,0.0,14.0,4.0,1.0,0.0,0.0,,,,,,,,
15966,646,328,37,11,1,\N,R,12,0.0,14,\N,\N,\N,\N,\N,\N,5,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,stewart,\N,\N,Jackie,Stewart,1939-06-11,British,http://en.wikipedia.org/wiki/Jackie_Stewart,march,March,British,http://en.wikipedia.org/wiki/March_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Engine,,,,,13.0,2.0,1.0,19.0,1.0,1.0,6.0,0.0,,,,,,,,
